brand,model,issue_type,part_name,tier,price,labor,compatible_models,warranty,turnaround,source_hub
Samsung,Galaxy A15,Water damage,Water Damage Service,Compatible (Budget),250,1000,,None,5-6 hours,Rahul Bazar
Samsung,Galaxy M34,Screen,Display Assembly,Premium (OEM),4500,800,,12 months,1-2 hours,Dharampeth Hub
Samsung,Galaxy M34,Screen,Display Assembly,Standard (HQ),2500,800,,6 months,1-2 hours,Rahul Bazar
Samsung,Galaxy M34,Screen,Display Assembly,Compatible (Budget),1350,800,,1 month,1-2 hours,Rahul Bazar
Samsung,Galaxy M34,Battery,Li-ion Battery,Premium (OEM),1350,400,,12 months,45 mins,Telipura Market
Samsung,Galaxy M34,Battery,Li-ion Battery,Standard (HQ),750,400,,6 months,45 mins,Dharampeth Hub
Samsung,Galaxy M34,Battery,Li-ion Battery,Compatible (Budget),400,400,,1-3 months,45 mins,Telipura Market
Samsung,Galaxy M34,Charging port,USB/Charging Sub-board,Premium (OEM),700,400,,12 months,1 hour,Dharampeth Hub
Samsung,Galaxy M34,Charging port,USB/Charging Sub-board,Standard (HQ),350,400,,6 months,1 hour,Dharampeth Hub
Samsung,Galaxy M34,Charging port,USB/Charging Sub-board,Compatible (Budget),200,400,Universal Samsung family,1-3 months,1 hour,Telipura Market
Samsung,Galaxy M34,Back Glass,Rear Panel,Premium (OEM),1100,500,,12 months,2-3 hours,Telipura Market
Samsung,Galaxy M34,Back Glass,Rear Panel,Standard (HQ),600,500,,6 months,2-3 hours,Dharampeth Hub
Samsung,Galaxy M34,Back Glass,Rear Panel,Compatible (Budget),350,500,,None,2-3 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M34,Camera,Camera Module,Premium (OEM),2000,500,,12 months,1-2 hours,Rahul Bazar
Samsung,Galaxy M34,Camera,Camera Module,Standard (HQ),1100,500,,6 months,1-2 hours,Telipura Market
Samsung,Galaxy M34,Camera,Camera Module,Compatible (Budget),600,500,,1-3 months,1-2 hours,Rahul Bazar
Samsung,Galaxy M34,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),450,350,,12 months,45 mins,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M34,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),250,350,,6 months,45 mins,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M34,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),150,350,Universal Samsung family,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M34,Motherboard,Logic Board Repair,Premium (OEM),3600,2000,,12 months,1-2 days,Telipura Market
Samsung,Galaxy M34,Motherboard,Logic Board Repair,Standard (HQ),2000,2000,,6 months,1-2 days,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M34,Motherboard,Logic Board Repair,Compatible (Budget),1100,2000,,1-3 months,1-2 days,Telipura Market
Samsung,Galaxy M34,Buttons/Flex,Power/Volume Flex,Premium (OEM),450,350,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Samsung,Galaxy M34,Buttons/Flex,Power/Volume Flex,Standard (HQ),250,350,,6 months,1 hour,Rahul Bazar
Samsung,Galaxy M34,Buttons/Flex,Power/Volume Flex,Compatible (Budget),150,350,Universal Samsung family,1-3 months,1 hour,Rahul Bazar
Samsung,Galaxy M34,Water damage,Water Damage Service,Premium (OEM),900,1000,,Testing Only,5-6 hours,Dharampeth Hub
Samsung,Galaxy M34,Water damage,Water Damage Service,Standard (HQ),500,1000,,Testing Only,5-6 hours,Rahul Bazar
Samsung,Galaxy M34,Water damage,Water Damage Service,Compatible (Budget),250,1000,,None,5-6 hours,Dharampeth Hub
Samsung,Galaxy S20,Screen,Display Assembly,Premium (OEM),11000,800,,12 months,1-2 hours,Rahul Bazar
Samsung,Galaxy S20,Screen,Display Assembly,Standard (HQ),6050,800,,6 months,1-2 hours,Telipura Market
Samsung,Galaxy S20,Screen,Display Assembly,Compatible (Budget),3300,800,,1 month,1-2 hours,Rahul Bazar
Samsung,Galaxy S20,Battery,Li-ion Battery,Premium (OEM),3300,400,,12 months,45 mins,Dharampeth Hub
Samsung,Galaxy S20,Battery,Li-ion Battery,Standard (HQ),1800,400,,6 months,45 mins,Dharampeth Hub
Samsung,Galaxy S20,Battery,Li-ion Battery,Compatible (Budget),1000,400,,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Charging port,USB/Charging Sub-board,Premium (OEM),1650,400,,12 months,1 hour,Telipura Market
Samsung,Galaxy S20,Charging port,USB/Charging Sub-board,Standard (HQ),900,400,,6 months,1 hour,Rahul Bazar
Samsung,Galaxy S20,Charging port,USB/Charging Sub-board,Compatible (Budget),500,400,Universal Samsung family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Back Glass,Rear Panel,Premium (OEM),2750,500,,12 months,2-3 hours,Rahul Bazar
Samsung,Galaxy S20,Back Glass,Rear Panel,Standard (HQ),1500,500,,6 months,2-3 hours,Rahul Bazar
Samsung,Galaxy S20,Back Glass,Rear Panel,Compatible (Budget),800,500,,None,2-3 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Camera,Camera Module,Premium (OEM),4950,500,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Camera,Camera Module,Standard (HQ),2700,500,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Camera,Camera Module,Compatible (Budget),1500,500,,1-3 months,1-2 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),1100,350,,12 months,45 mins,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),600,350,,6 months,45 mins,Rahul Bazar
Samsung,Galaxy S20,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),350,350,Universal Samsung family,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Motherboard,Logic Board Repair,Premium (OEM),8800,2000,,12 months,1-2 days,Telipura Market
Samsung,Galaxy S20,Motherboard,Logic Board Repair,Standard (HQ),4850,2000,,6 months,1-2 days,Dharampeth Hub
Samsung,Galaxy S20,Motherboard,Logic Board Repair,Compatible (Budget),2650,2000,,1-3 months,1-2 days,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Buttons/Flex,Power/Volume Flex,Premium (OEM),1100,350,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Buttons/Flex,Power/Volume Flex,Standard (HQ),600,350,,6 months,1 hour,Rahul Bazar
Samsung,Galaxy S20,Buttons/Flex,Power/Volume Flex,Compatible (Budget),350,350,Universal Samsung family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Water damage,Water Damage Service,Premium (OEM),2200,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Water damage,Water Damage Service,Standard (HQ),1200,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S20,Water damage,Water Damage Service,Compatible (Budget),650,1000,,None,5-6 hours,Rahul Bazar
Samsung,Galaxy S10,Screen,Display Assembly,Premium (OEM),8500,800,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S10,Screen,Display Assembly,Standard (HQ),4700,800,,6 months,1-2 hours,Dharampeth Hub
Samsung,Galaxy S10,Screen,Display Assembly,Compatible (Budget),2550,800,,1 month,1-2 hours,Rahul Bazar
Samsung,Galaxy S10,Battery,Li-ion Battery,Premium (OEM),2550,400,,12 months,45 mins,Dharampeth Hub
Samsung,Galaxy S10,Battery,Li-ion Battery,Standard (HQ),1400,400,,6 months,45 mins,Rahul Bazar
Samsung,Galaxy S10,Battery,Li-ion Battery,Compatible (Budget),750,400,,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S10,Charging port,USB/Charging Sub-board,Premium (OEM),1300,400,,12 months,1 hour,Dharampeth Hub
Samsung,Galaxy S10,Charging port,USB/Charging Sub-board,Standard (HQ),700,400,,6 months,1 hour,Rahul Bazar
Samsung,Galaxy S10,Charging port,USB/Charging Sub-board,Compatible (Budget),400,400,Universal Samsung family,1-3 months,1 hour,Telipura Market
Samsung,Galaxy S10,Back Glass,Rear Panel,Premium (OEM),2100,500,,12 months,2-3 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S10,Back Glass,Rear Panel,Standard (HQ),1150,500,,6 months,2-3 hours,Rahul Bazar
Samsung,Galaxy S10,Back Glass,Rear Panel,Compatible (Budget),650,500,,None,2-3 hours,Telipura Market
Samsung,Galaxy S10,Camera,Camera Module,Premium (OEM),3800,500,,12 months,1-2 hours,Rahul Bazar
Samsung,Galaxy S10,Camera,Camera Module,Standard (HQ),2100,500,,6 months,1-2 hours,Telipura Market
Samsung,Galaxy S10,Camera,Camera Module,Compatible (Budget),1150,500,,1-3 months,1-2 hours,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S10,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),850,350,,12 months,45 mins,Dharampeth Hub
Samsung,Galaxy S10,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),450,350,,6 months,45 mins,Telipura Market
Samsung,Galaxy S10,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),250,350,Universal Samsung family,1-3 months,45 mins,Rahul Bazar
Samsung,Galaxy S10,Motherboard,Logic Board Repair,Premium (OEM),6800,2000,,12 months,1-2 days,"Modi No. 3, Sitabuldi"
Samsung,Galaxy S10,Motherboard,Logic Board Repair,Standard (HQ),3750,2000,,6 months,1-2 days,Telipura Market
Samsung,Galaxy S10,Motherboard,Logic Board Repair,Compatible (Budget),2050,2000,,1-3 months,1-2 days,Rahul Bazar
Samsung,Galaxy S10,Buttons/Flex,Power/Volume Flex,Premium (OEM),850,350,,12 months,1 hour,Rahul Bazar
Samsung,Galaxy S10,Buttons/Flex,Power/Volume Flex,Standard (HQ),450,350,,6 months,1 hour,Rahul Bazar
Samsung,Galaxy S10,Buttons/Flex,Power/Volume Flex,Compatible (Budget),250,350,Universal Samsung family,1-3 months,1 hour,Telipura Market
Samsung,Galaxy S10,Water damage,Water Damage Service,Premium (OEM),1700,1000,,Testing Only,5-6 hours,Telipura Market
Samsung,Galaxy S10,Water damage,Water Damage Service,Standard (HQ),950,1000,,Testing Only,5-6 hours,Telipura Market
Samsung,Galaxy S10,Water damage,Water Damage Service,Compatible (Budget),500,1000,,None,5-6 hours,Dharampeth Hub
Samsung,Galaxy Note 9,Screen,Display Assembly,Premium (OEM),9000,800,,12 months,1-2 hours,Telipura Market
Samsung,Galaxy Note 9,Screen,Display Assembly,Standard (HQ),4950,800,,6 months,1-2 hours,Telipura Market
Samsung,Galaxy Note 9,Screen,Display Assembly,Compatible (Budget),2700,800,,1 month,1-2 hours,Telipura Market
Samsung,Galaxy Note 9,Battery,Li-ion Battery,Premium (OEM),2700,400,,12 months,45 mins,Dharampeth Hub
Samsung,Galaxy Note 9,Battery,Li-ion Battery,Standard (HQ),1500,400,,6 months,45 mins,Telipura Market
Samsung,Galaxy Note 9,Battery,Li-ion Battery,Compatible (Budget),800,400,,1-3 months,45 mins,Rahul Bazar
Samsung,Galaxy Note 9,Charging port,USB/Charging Sub-board,Premium (OEM),1350,400,,12 months,1 hour,Telipura Market
Samsung,Galaxy Note 9,Charging port,USB/Charging Sub-board,Standard (HQ),750,400,,6 months,1 hour,Rahul Bazar
Samsung,Galaxy Note 9,Charging port,USB/Charging Sub-board,Compatible (Budget),400,400,Universal Samsung family,1-3 months,1 hour,Rahul Bazar
Samsung,Galaxy Note 9,Back Glass,Rear Panel,Premium (OEM),2250,500,,12 months,2-3 hours,Rahul Bazar
Samsung,Galaxy Note 9,Back Glass,Rear Panel,Standard (HQ),1250,500,,6 months,2-3 hours,Dharampeth Hub
Samsung,Galaxy Note 9,Back Glass,Rear Panel,Compatible (Budget),700,500,,None,2-3 hours,Dharampeth Hub
Samsung,Galaxy Note 9,Camera,Camera Module,Premium (OEM),4050,500,,12 months,1-2 hours,Dharampeth Hub
Samsung,Galaxy Note 9,Camera,Camera Module,Standard (HQ),2250,500,,6 months,1-2 hours,Telipura Market
Samsung,Galaxy Note 9,Camera,Camera Module,Compatible (Budget),1200,500,,1-3 months,1-2 hours,Rahul Bazar
Samsung,Galaxy Note 9,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),900,350,,12 months,45 mins,Dharampeth Hub
Samsung,Galaxy Note 9,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),500,350,,6 months,45 mins,Dharampeth Hub
Samsung,Galaxy Note 9,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),250,350,Universal Samsung family,1-3 months,45 mins,Telipura Market
Samsung,Galaxy Note 9,Motherboard,Logic Board Repair,Premium (OEM),7200,2000,,12 months,1-2 days,Dharampeth Hub
Samsung,Galaxy Note 9,Motherboard,Logic Board Repair,Standard (HQ),3950,2000,,6 months,1-2 days,Telipura Market
Samsung,Galaxy Note 9,Motherboard,Logic Board Repair,Compatible (Budget),2150,2000,,1-3 months,1-2 days,"Modi No. 3, Sitabuldi"
Samsung,Galaxy Note 9,Buttons/Flex,Power/Volume Flex,Premium (OEM),900,350,,12 months,1 hour,Dharampeth Hub
Samsung,Galaxy Note 9,Buttons/Flex,Power/Volume Flex,Standard (HQ),500,350,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Samsung,Galaxy Note 9,Buttons/Flex,Power/Volume Flex,Compatible (Budget),250,350,Universal Samsung family,1-3 months,1 hour,Telipura Market
Samsung,Galaxy Note 9,Water damage,Water Damage Service,Premium (OEM),1800,1000,,Testing Only,5-6 hours,Rahul Bazar
Samsung,Galaxy Note 9,Water damage,Water Damage Service,Standard (HQ),1000,1000,,Testing Only,5-6 hours,Dharampeth Hub
Samsung,Galaxy Note 9,Water damage,Water Damage Service,Compatible (Budget),550,1000,,None,5-6 hours,Telipura Market
Xiaomi,Redmi 12,Screen,Display Assembly,Premium (OEM),3000,800,,12 months,1-2 hours,Rahul Bazar
Xiaomi,Redmi 12,Screen,Display Assembly,Standard (HQ),1650,800,,6 months,1-2 hours,Rahul Bazar
Xiaomi,Redmi 12,Screen,Display Assembly,Compatible (Budget),900,800,,1 month,1-2 hours,"Modi No. 3, Sitabuldi"
Xiaomi,Redmi 12,Battery,Li-ion Battery,Premium (OEM),900,400,,12 months,45 mins,Telipura Market
Xiaomi,Redmi 12,Battery,Li-ion Battery,Standard (HQ),500,400,,6 months,45 mins,Rahul Bazar
Xiaomi,Redmi 12,Battery,Li-ion Battery,Compatible (Budget),250,400,,1-3 months,45 mins,Dharampeth Hub
Xiaomi,Redmi 12,Charging port,USB/Charging Sub-board,Premium (OEM),450,400,,12 months,1 hour,Dharampeth Hub
Xiaomi,Redmi 12,Charging port,USB/Charging Sub-board,Standard (HQ),250,400,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Xiaomi,Redmi 12,Charging port,USB/Charging Sub-board,Compatible (Budget),150,400,Universal Xiaomi family,1-3 months,1 hour,Rahul Bazar
Xiaomi,Redmi 12,Back Glass,Rear Panel,Premium (OEM),750,500,,12 months,2-3 hours,Telipura Market
Xiaomi,Redmi 12,Back Glass,Rear Panel,Standard (HQ),400,500,,6 months,2-3 hours,Dharampeth Hub
Xiaomi,Redmi 12,Back Glass,Rear Panel,Compatible (Budget),200,500,,None,2-3 hours,Rahul Bazar
Xiaomi,Redmi 12,Camera,Camera Module,Premium (OEM),1350,500,,12 months,1-2 hours,Rahul Bazar
Xiaomi,Redmi 12,Camera,Camera Module,Standard (HQ),750,500,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
Xiaomi,Redmi 12,Camera,Camera Module,Compatible (Budget),400,500,,1-3 months,1-2 hours,Dharampeth Hub
Xiaomi,Redmi 12,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),300,350,,12 months,45 mins,Dharampeth Hub
Xiaomi,Redmi 12,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),150,350,,6 months,45 mins,Telipura Market
Xiaomi,Redmi 12,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),100,350,Universal Xiaomi family,1-3 months,45 mins,Dharampeth Hub
Xiaomi,Redmi 12,Motherboard,Logic Board Repair,Premium (OEM),2400,2000,,12 months,1-2 days,Telipura Market
Xiaomi,Redmi 12,Motherboard,Logic Board Repair,Standard (HQ),1300,2000,,6 months,1-2 days,Dharampeth Hub
Xiaomi,Redmi 12,Motherboard,Logic Board Repair,Compatible (Budget),700,2000,,1-3 months,1-2 days,"Modi No. 3, Sitabuldi"
Xiaomi,Redmi 12,Buttons/Flex,Power/Volume Flex,Premium (OEM),300,350,,12 months,1 hour,Dharampeth Hub
Xiaomi,Redmi 12,Buttons/Flex,Power/Volume Flex,Standard (HQ),150,350,,6 months,1 hour,Telipura Market
Xiaomi,Redmi 12,Buttons/Flex,Power/Volume Flex,Compatible (Budget),100,350,Universal Xiaomi family,1-3 months,1 hour,Telipura Market
Xiaomi,Redmi 12,Water damage,Water Damage Service,Premium (OEM),600,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
Xiaomi,Redmi 12,Water damage,Water Damage Service,Standard (HQ),350,1000,,Testing Only,5-6 hours,Dharampeth Hub
Xiaomi,Redmi 12,Water damage,Water Damage Service,Compatible (Budget),200,1000,,None,5-6 hours,Dharampeth Hub
Xiaomi,Redmi 13,Screen,Display Assembly,Premium (OEM),3200,800,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
Xiaomi,Redmi 13,Screen,Display Assembly,Standard (HQ),1750,800,,6 months,1-2 hours,Dharampeth Hub
Xiaomi,Redmi 13,Screen,Display Assembly,Compatible (Budget),950,800,,1 month,1-2 hours,Dharampeth Hub
Xiaomi,Redmi 13,Battery,Li-ion Battery,Premium (OEM),950,400,,12 months,45 mins,Telipura Market
Xiaomi,Redmi 13,Battery,Li-ion Battery,Standard (HQ),550,400,,6 months,45 mins,Dharampeth Hub
Xiaomi,Redmi 13,Battery,Li-ion Battery,Compatible (Budget),300,400,,1-3 months,45 mins,Dharampeth Hub
Xiaomi,Redmi 13,Charging port,USB/Charging Sub-board,Premium (OEM),500,400,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Xiaomi,Redmi 13,Charging port,USB/Charging Sub-board,Standard (HQ),250,400,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Xiaomi,Redmi 13,Charging port,USB/Charging Sub-board,Compatible (Budget),150,400,Universal Xiaomi family,1-3 months,1 hour,Rahul Bazar
Xiaomi,Redmi 13,Back Glass,Rear Panel,Premium (OEM),800,500,,12 months,2-3 hours,Telipura Market
Xiaomi,Redmi 13,Back Glass,Rear Panel,Standard (HQ),450,500,,6 months,2-3 hours,Dharampeth Hub
Xiaomi,Redmi 13,Back Glass,Rear Panel,Compatible (Budget),250,500,,None,2-3 hours,Dharampeth Hub
Xiaomi,Redmi 13,Camera,Camera Module,Premium (OEM),1450,500,,12 months,1-2 hours,Rahul Bazar
Xiaomi,Redmi 13,Camera,Camera Module,Standard (HQ),800,500,,6 months,1-2 hours,Dharampeth Hub
Xiaomi,Redmi 13,Camera,Camera Module,Compatible (Budget),450,500,,1-3 months,1-2 hours,Telipura Market
Xiaomi,Redmi 13,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),300,350,,12 months,45 mins,Rahul Bazar
Xiaomi,Redmi 13,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),200,350,,6 months,45 mins,Telipura Market
Xiaomi,Redmi 13,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),100,350,Universal Xiaomi family,1-3 months,45 mins,Rahul Bazar
Xiaomi,Redmi 13,Motherboard,Logic Board Repair,Premium (OEM),2550,2000,,12 months,1-2 days,Rahul Bazar
Xiaomi,Redmi 13,Motherboard,Logic Board Repair,Standard (HQ),1400,2000,,6 months,1-2 days,"Modi No. 3, Sitabuldi"
Xiaomi,Redmi 13,Motherboard,Logic Board Repair,Compatible (Budget),750,2000,,1-3 months,1-2 days,Telipura Market
Xiaomi,Redmi 13,Buttons/Flex,Power/Volume Flex,Premium (OEM),300,350,,12 months,1 hour,Dharampeth Hub
Xiaomi,Redmi 13,Buttons/Flex,Power/Volume Flex,Standard (HQ),200,350,,6 months,1 hour,Dharampeth Hub
Xiaomi,Redmi 13,Buttons/Flex,Power/Volume Flex,Compatible (Budget),100,350,Universal Xiaomi family,1-3 months,1 hour,Telipura Market
Xiaomi,Redmi 13,Water damage,Water Damage Service,Premium (OEM),650,1000,,Testing Only,5-6 hours,Dharampeth Hub
Xiaomi,Redmi 13,Water damage,Water Damage Service,Standard (HQ),350,1000,,Testing Only,5-6 hours,Dharampeth Hub
Xiaomi,Redmi 13,Water damage,Water Damage Service,Compatible (Budget),200,1000,,None,5-6 hours,Telipura Market
Xiaomi,Mi 9,Screen,Display Assembly,Premium (OEM),5000,800,,12 months,1-2 hours,Rahul Bazar
Xiaomi,Mi 9,Screen,Display Assembly,Standard (HQ),2750,800,,6 months,1-2 hours,Telipura Market
Xiaomi,Mi 9,Screen,Display Assembly,Compatible (Budget),1500,800,,1 month,1-2 hours,Rahul Bazar
Xiaomi,Mi 9,Battery,Li-ion Battery,Premium (OEM),1500,400,,12 months,45 mins,Dharampeth Hub
Xiaomi,Mi 9,Battery,Li-ion Battery,Standard (HQ),850,400,,6 months,45 mins,Dharampeth Hub
Xiaomi,Mi 9,Battery,Li-ion Battery,Compatible (Budget),450,400,,1-3 months,45 mins,Dharampeth Hub
Xiaomi,Mi 9,Charging port,USB/Charging Sub-board,Premium (OEM),750,400,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 9,Charging port,USB/Charging Sub-board,Standard (HQ),400,400,,6 months,1 hour,Rahul Bazar
Xiaomi,Mi 9,Charging port,USB/Charging Sub-board,Compatible (Budget),200,400,Universal Xiaomi family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 9,Back Glass,Rear Panel,Premium (OEM),1250,500,,12 months,2-3 hours,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 9,Back Glass,Rear Panel,Standard (HQ),700,500,,6 months,2-3 hours,Telipura Market
Xiaomi,Mi 9,Back Glass,Rear Panel,Compatible (Budget),400,500,,None,2-3 hours,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 9,Camera,Camera Module,Premium (OEM),2250,500,,12 months,1-2 hours,Telipura Market
Xiaomi,Mi 9,Camera,Camera Module,Standard (HQ),1250,500,,6 months,1-2 hours,Telipura Market
Xiaomi,Mi 9,Camera,Camera Module,Compatible (Budget),700,500,,1-3 months,1-2 hours,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 9,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),500,350,,12 months,45 mins,Rahul Bazar
Xiaomi,Mi 9,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),300,350,,6 months,45 mins,Rahul Bazar
Xiaomi,Mi 9,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),150,350,Universal Xiaomi family,1-3 months,45 mins,Rahul Bazar
Xiaomi,Mi 9,Motherboard,Logic Board Repair,Premium (OEM),4000,2000,,12 months,1-2 days,Rahul Bazar
Xiaomi,Mi 9,Motherboard,Logic Board Repair,Standard (HQ),2200,2000,,6 months,1-2 days,Rahul Bazar
Xiaomi,Mi 9,Motherboard,Logic Board Repair,Compatible (Budget),1200,2000,,1-3 months,1-2 days,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 9,Buttons/Flex,Power/Volume Flex,Premium (OEM),500,350,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 9,Buttons/Flex,Power/Volume Flex,Standard (HQ),300,350,,6 months,1 hour,Dharampeth Hub
Xiaomi,Mi 9,Buttons/Flex,Power/Volume Flex,Compatible (Budget),150,350,Universal Xiaomi family,1-3 months,1 hour,Rahul Bazar
Xiaomi,Mi 9,Water damage,Water Damage Service,Premium (OEM),1000,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 9,Water damage,Water Damage Service,Standard (HQ),550,1000,,Testing Only,5-6 hours,Dharampeth Hub
Xiaomi,Mi 9,Water damage,Water Damage Service,Compatible (Budget),300,1000,,None,5-6 hours,Rahul Bazar
Xiaomi,Mi 8,Screen,Display Assembly,Premium (OEM),4000,800,,12 months,1-2 hours,Telipura Market
Xiaomi,Mi 8,Screen,Display Assembly,Standard (HQ),2200,800,,6 months,1-2 hours,Dharampeth Hub
Xiaomi,Mi 8,Screen,Display Assembly,Compatible (Budget),1200,800,,1 month,1-2 hours,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 8,Battery,Li-ion Battery,Premium (OEM),1200,400,,12 months,45 mins,Telipura Market
Xiaomi,Mi 8,Battery,Li-ion Battery,Standard (HQ),650,400,,6 months,45 mins,Telipura Market
Xiaomi,Mi 8,Battery,Li-ion Battery,Compatible (Budget),350,400,,1-3 months,45 mins,Telipura Market
Xiaomi,Mi 8,Charging port,USB/Charging Sub-board,Premium (OEM),600,400,,12 months,1 hour,Dharampeth Hub
Xiaomi,Mi 8,Charging port,USB/Charging Sub-board,Standard (HQ),350,400,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 8,Charging port,USB/Charging Sub-board,Compatible (Budget),200,400,Universal Xiaomi family,1-3 months,1 hour,Telipura Market
Xiaomi,Mi 8,Back Glass,Rear Panel,Premium (OEM),1000,500,,12 months,2-3 hours,Rahul Bazar
Xiaomi,Mi 8,Back Glass,Rear Panel,Standard (HQ),550,500,,6 months,2-3 hours,Telipura Market
Xiaomi,Mi 8,Back Glass,Rear Panel,Compatible (Budget),300,500,,None,2-3 hours,Telipura Market
Xiaomi,Mi 8,Camera,Camera Module,Premium (OEM),1800,500,,12 months,1-2 hours,Dharampeth Hub
Xiaomi,Mi 8,Camera,Camera Module,Standard (HQ),1000,500,,6 months,1-2 hours,Dharampeth Hub
Xiaomi,Mi 8,Camera,Camera Module,Compatible (Budget),550,500,,1-3 months,1-2 hours,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 8,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),400,350,,12 months,45 mins,Rahul Bazar
Xiaomi,Mi 8,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),200,350,,6 months,45 mins,Dharampeth Hub
Xiaomi,Mi 8,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),100,350,Universal Xiaomi family,1-3 months,45 mins,Telipura Market
Xiaomi,Mi 8,Motherboard,Logic Board Repair,Premium (OEM),3200,2000,,12 months,1-2 days,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 8,Motherboard,Logic Board Repair,Standard (HQ),1750,2000,,6 months,1-2 days,Telipura Market
Xiaomi,Mi 8,Motherboard,Logic Board Repair,Compatible (Budget),950,2000,,1-3 months,1-2 days,Telipura Market
Xiaomi,Mi 8,Buttons/Flex,Power/Volume Flex,Premium (OEM),400,350,,12 months,1 hour,Dharampeth Hub
Xiaomi,Mi 8,Buttons/Flex,Power/Volume Flex,Standard (HQ),200,350,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Xiaomi,Mi 8,Buttons/Flex,Power/Volume Flex,Compatible (Budget),100,350,Universal Xiaomi family,1-3 months,1 hour,Rahul Bazar
Xiaomi,Mi 8,Water damage,Water Damage Service,Premium (OEM),800,1000,,Testing Only,5-6 hours,Rahul Bazar
